step,loss
316,3.17634
317,3.150858
318,3.126162
319,3.130535
320,3.151658
321,3.161455
322,3.164816
323,3.160082
324,3.159571
325,3.145141
326,3.176014
327,3.177598
328,3.177921
329,3.1572
330,3.153064
331,3.179457
332,3.166075
333,3.181871
334,3.185279
335,3.177391
336,3.168999
337,3.16434
338,3.15027
339,3.158256
340,3.163306
341,3.193274
342,3.183781
343,3.195009
344,3.20619
345,3.199632
346,3.204468
347,3.199466
348,3.180686
349,3.162104
350,3.149642
351,3.16144
352,3.156692
353,3.147093
354,3.132234
355,3.134658
356,3.148768
357,3.161788
358,3.151294
359,3.161473
360,3.166452
361,3.171786
362,3.179146
363,3.130338
364,3.118431
365,3.139262
366,3.142737
367,3.1166
368,3.13168
369,3.150278
370,3.156459
371,3.134832
372,3.143334
373,3.108099
374,3.095674
375,3.089035
376,3.095363
377,3.092243
378,3.103672
379,3.088186
380,3.090019
381,3.087832
382,3.095145
383,3.093257
384,3.087846
385,3.105312
386,3.107218
387,3.113168
388,3.129541
389,3.115213
390,3.108004
391,3.105402
392,3.083515
393,3.095629
394,3.102129
395,3.097202
396,3.104724
397,3.125323
398,3.131381
399,3.112133
400,3.092781
401,3.068194
402,3.049513
403,3.062466
404,3.057566
405,3.041608
406,3.057565
407,3.058887
408,3.037937
409,3.037336
410,3.048954
411,3.067557
412,3.076345
413,3.059851
414,3.076536
415,3.079201
416,3.070573
417,3.088167
418,3.083948
419,3.092338
420,3.078206
421,3.058138
422,3.079406
423,3.075754
424,3.083965
425,3.086026
426,3.081387
427,3.090095
428,3.091824
429,3.061443
430,3.0556
431,3.058125
432,3.053844
433,3.043762
434,3.046108
435,3.040314
436,3.053447
437,3.054828
438,3.067827
439,3.058493
440,3.06129
441,3.078765
442,3.094116
443,3.088581
444,3.099068
445,3.094355
446,3.094611
447,3.071475
448,3.052928
449,3.05244
450,3.05361
451,3.073535
452,3.068404
453,3.065921
454,3.070554
455,3.081382
456,3.080322
457,3.101147
458,3.094837
459,3.099767
460,3.087367
461,3.063366
462,3.076167
463,3.092387
464,3.083988
465,3.076942
466,3.064211
467,3.050378
468,3.054454
469,3.029478
470,3.02109
471,3.038831
472,3.05144
473,3.061506
474,3.056465
475,3.055696
476,3.043087
477,3.026335
478,3.035683
479,3.036474
480,3.040535
481,3.042717
482,3.060791
483,3.061074
484,3.054404
485,3.045428
486,3.065816
487,3.066354
488,3.04536
489,3.033092
490,3.040447
491,3.034438
492,3.028279
493,3.049955
494,3.052016
495,3.055093
496,3.066044
497,3.058277
498,3.052335
499,3.071443
500,3.071667
501,3.046767
502,3.044734
503,3.049296
504,3.03134
505,3.016519
506,3.00804
507,3.00476
508,3.004928
509,3.004602
510,3.005744
511,2.987051
512,2.983056
513,2.973289
514,2.993619
515,2.999963
516,3.01284
517,3.033345
518,3.045974
519,3.04704
520,3.017274
521,3.005642
522,3.010563
523,3.009358
524,2.999655
525,2.965161
526,2.97229
527,2.966469
528,2.949568
529,2.946109
530,2.942978
531,2.956885
532,2.969514
533,3.002394
534,2.987901
535,2.979039
536,2.967911
537,2.958402
538,2.964666
539,2.953744
540,2.959564
541,2.996556
542,2.977528
543,2.980648
544,2.962119
545,2.963024
546,2.976103
547,2.987989
548,3.006408
549,2.975695
550,2.952235
551,2.941558
552,2.938626
553,2.93351
554,2.957745
555,2.968953
556,2.967346
557,2.953853
558,2.968725
559,2.961534
560,2.975127
561,2.984094
562,2.98336
563,2.976904
564,2.983
565,2.97885
566,2.997358
567,2.987867
568,2.980165
569,2.970732
570,2.987434
571,3.01181
572,3.02961
573,3.03153
574,3.021564
575,3.010568
576,2.999627
577,3.000275
578,2.974783
579,2.965704
580,2.99342
581,2.999605
582,3.004843
583,2.997392
584,3.013634
585,3.010977
586,3.013375
587,2.995233
588,3.016418
589,3.003046
590,2.987384
591,2.996252
592,2.967727
593,2.964144
594,2.961665
595,2.970883
596,2.967486
597,2.978168
598,2.953983
599,2.950816
600,2.947762
601,2.954457
602,2.944661
603,2.919982
604,2.903372
605,2.907795
606,2.932858
607,2.932977
608,2.932261
609,2.954765
610,2.934066
611,2.913014
612,2.907681
613,2.932004
614,2.931689
615,2.935078
616,2.935228
617,2.924461
618,2.947923
619,2.937293
620,2.943795
621,2.908732
622,2.927213
623,2.919161
624,2.915029
625,2.915076
626,2.93079
627,2.946449
628,2.97054
629,2.92597
630,2.922198
631,2.913915
632,2.913856
633,2.896773
634,2.872344
635,2.878609
636,2.878445
637,2.861967
638,2.887574
639,2.908777
640,2.910774
641,2.89015
642,2.900265
643,2.894529
644,2.876483
645,2.902781
646,2.927468
647,2.939915
648,2.955708
649,2.981248
650,3.002167
651,2.983922
652,2.9644
653,2.948348
654,2.940888
655,2.936985
656,2.933468
657,2.937036
658,2.933089
659,2.925733
660,2.920741
661,2.928624
662,2.968921
663,2.969556
664,2.963594
665,2.940878
666,2.949233
667,2.950459
668,2.948906
669,2.957698
670,2.955031
671,2.936623
672,2.937677
673,2.945498
674,2.933002
675,2.93979
676,2.912955
677,2.928986
678,2.931924
679,2.932174
680,2.934398
681,2.940573
682,2.926655
683,2.941885
684,2.949806
685,2.958022
686,2.977678
687,2.97534
688,2.974005
689,2.955207
690,2.937998
691,2.943276
692,2.938088
693,2.949096
694,2.940959
695,2.957287
696,2.961049
697,2.934911
698,2.938786
699,2.924826
700,2.919245
701,2.923264
702,2.933743
703,2.895089
704,2.894659
705,2.877118
706,2.895777
707,2.901148
708,2.903885
709,2.897749
710,2.894195
711,2.879615
712,2.887622
713,2.9026
714,2.896422
715,2.907573
716,2.916338
717,2.924595
718,2.925894
719,2.931498
720,2.925982
721,2.917276
722,2.9223
723,2.919407
724,2.911436
725,2.878127
726,2.898731
727,2.912361
728,2.919769
729,2.902542
730,2.898871
731,2.895696
732,2.885566
733,2.885144
734,2.90167
735,2.898711
736,2.896541
737,2.90918
738,2.917533
739,2.896362
740,2.898809
741,2.907123
742,2.897026
743,2.903057
744,2.901295
745,2.90202
746,2.906966
747,2.918939
748,2.932901
749,2.8982
750,2.908281
751,2.905728
752,2.892998
753,2.891038
754,2.899884
755,2.908341
756,2.908948
757,2.912295
758,2.91442
759,2.925543
760,2.932365
761,2.939278
762,2.952664
763,2.950643
764,2.945828
765,2.950059
766,2.938619
767,2.930102
768,2.935072
769,2.919739
770,2.899764
771,2.888491
772,2.895725
773,2.892653
774,2.874885
775,2.866868
776,2.854582
777,2.878649
778,2.867829
779,2.862312
780,2.842171
781,2.843802
782,2.850597
783,2.839408
784,2.868354
785,2.860389
786,2.854564
787,2.848316
788,2.829887
789,2.839413
790,2.851766
791,2.849024
792,2.857498
793,2.861588
794,2.832221
795,2.833386
796,2.863525
797,2.879083
798,2.895775
799,2.892574
800,2.876973
801,2.86258
802,2.857651
803,2.860012
804,2.844669
805,2.83238
806,2.829744
807,2.821182
808,2.827225
809,2.861448
810,2.878285
811,2.890003
812,2.881382
813,2.902318
814,2.898276
815,2.890579
816,2.875642
817,2.894895
818,2.908702
819,2.907697
820,2.902103
821,2.892089
822,2.858273
823,2.855683
824,2.840729
825,2.860761
826,2.844705
827,2.847253
828,2.853624
829,2.863684
830,2.872492
831,2.896208
832,2.897383
833,2.900548
834,2.905643
835,2.899722
836,2.890425
837,2.905827
838,2.883247
839,2.873663
840,2.85974
841,2.864404
842,2.848711
843,2.863092
844,2.858237
845,2.853421
846,2.836016
847,2.839949
848,2.824651
849,2.816471
850,2.816643
851,2.812609
852,2.810851
853,2.802109
854,2.80274
855,2.777784
856,2.791587
857,2.794732
858,2.791637
859,2.810849
860,2.798895
861,2.786344
862,2.815705
863,2.813948
864,2.812991
865,2.819632
866,2.833678
867,2.84399
868,2.844373
869,2.84447
870,2.853546
871,2.855269
872,2.827695
873,2.838045
874,2.825651
875,2.807278
876,2.822755
877,2.834358
878,2.813907
879,2.823427
880,2.820258
881,2.821682
882,2.823811
883,2.824624
884,2.846819
885,2.852193
886,2.852465
887,2.829333
888,2.839514
889,2.835776
890,2.829094
891,2.831564
892,2.832066
893,2.83938
894,2.842131
895,2.835639
896,2.811255
897,2.811136
898,2.813547
899,2.819953
900,2.852333
901,2.855465
902,2.843148
903,2.853004
904,2.8373
905,2.831075
906,2.841546
907,2.841658
908,2.828684
909,2.811648
910,2.817849
911,2.81331
912,2.814391
913,2.830123
914,2.830715
915,2.823606
916,2.821337
917,2.811685
918,2.821261
919,2.821624
920,2.826862
921,2.831468
922,2.828287
923,2.825605
924,2.806666
925,2.785752
926,2.768638
927,2.762204
928,2.751412
929,2.766593
930,2.781468
931,2.773526
932,2.766092
933,2.771331
934,2.774938
935,2.794336
936,2.814739
937,2.8182
938,2.8118
939,2.818004
940,2.845266
941,2.855733
942,2.852191
943,2.857671
944,2.858406
945,2.861024
946,2.865706
947,2.870508
948,2.879946
949,2.878481
950,2.870784
951,2.847268
952,2.82411
953,2.824118
954,2.83081
955,2.832459
956,2.816622
957,2.813237
958,2.802546
959,2.803054
960,2.814136
961,2.804373
962,2.814337
963,2.787069
964,2.811388
965,2.802789
966,2.814511
967,2.809888
968,2.793235
969,2.799483
970,2.788577
971,2.808661
972,2.777676
973,2.784948
974,2.782393
975,2.760982
976,2.786662
977,2.76854
978,2.789108
979,2.792381
980,2.796117
981,2.808943
982,2.808848
983,2.798461
984,2.794177
985,2.767311
986,2.760934
987,2.73619
988,2.744134
989,2.747155
990,2.727181
991,2.71275
992,2.69134
993,2.699738
994,2.702992
995,2.691019
996,2.686068
997,2.694584
998,2.708665
999,2.732195
1000,2.75295
1001,2.771371
1002,2.753172
1003,2.756374
1004,2.746169
1005,2.75712
1006,2.785943
1007,2.804233
1008,2.813711
1009,2.818978
1010,2.816182
1011,2.812139
1012,2.81555
1013,2.822263
1014,2.820504
1015,2.825018
1016,2.817386
1017,2.830476
1018,2.843156
1019,2.850779
1020,2.839565
1021,2.812713
1022,2.808975
1023,2.8348
1024,2.831824
1025,2.84545
1026,2.853036
1027,2.823168
1028,2.802638
1029,2.820604
1030,2.816961
1031,2.793058
1032,2.75832
1033,2.773127
1034,2.771818
1035,2.761691
1036,2.771731
1037,2.782608
1038,2.791679
1039,2.788091
1040,2.803016
1041,2.793178
1042,2.806456
1043,2.830485
1044,2.818448
1045,2.813464
1046,2.782516
1047,2.785553
1048,2.780801
1049,2.793751
1050,2.787634
1051,2.790265
1052,2.78441
1053,2.782808
1054,2.779556
1055,2.777137
1056,2.772961
1057,2.787954
1058,2.770039
1059,2.79079
1060,2.800671
1061,2.806347
1062,2.791641
1063,2.796753
1064,2.772892
1065,2.766539
1066,2.765045
1067,2.758991
1068,2.772006
1069,2.763942
1070,2.762402
1071,2.769578
1072,2.786614
1073,2.784833
1074,2.799565
1075,2.791302
1076,2.784654
1077,2.789974
1078,2.785727
1079,2.798865
1080,2.815393
1081,2.810381
1082,2.792841
1083,2.810185
1084,2.778888
1085,2.788519
1086,2.810702
1087,2.797754
1088,2.789518
1089,2.78787
1090,2.783432
1091,2.781234
1092,2.773263
1093,2.745381
1094,2.752731
1095,2.774821
1096,2.782634
1097,2.799323
1098,2.818152
1099,2.813985
1100,2.801288
1101,2.791647
1102,2.764556
1103,2.763134
1104,2.748881
1105,2.739278
1106,2.742134
1107,2.741247
1108,2.738363
1109,2.744669
1110,2.727267
1111,2.754371
1112,2.771308
1113,2.785521
1114,2.775704
1115,2.767706
1116,2.772297
1117,2.779725
1118,2.782339
1119,2.782911
1120,2.775941
1121,2.762422
1122,2.74117
1123,2.736288
1124,2.734631
1125,2.752226
1126,2.742535
1127,2.762848
1128,2.763396
1129,2.76666
1130,2.754351
1131,2.731263
1132,2.733682
1133,2.728672
1134,2.718655
1135,2.725916
1136,2.734884
1137,2.771653
1138,2.762186
1139,2.766111
1140,2.774962
1141,2.770216
1142,2.786707
1143,2.792418
1144,2.783027
1145,2.784249
1146,2.776172
1147,2.76965
1148,2.77222
1149,2.77602
1150,2.755526
1151,2.748805
1152,2.735532
1153,2.749407
1154,2.753995
1155,2.723861
1156,2.718398
1157,2.739778
1158,2.750796
1159,2.750488
1160,2.753065
1161,2.769393
1162,2.766984
1163,2.737033
1164,2.743836
1165,2.749431
1166,2.746452
1167,2.742805
1168,2.745978
1169,2.760118
1170,2.761712
1171,2.765671
1172,2.758822
1173,2.767543
1174,2.782895
1175,2.776102
1176,2.768003
1177,2.769204
1178,2.740886
1179,2.740163
1180,2.779576
1181,2.757837
1182,2.754968
1183,2.785183
1184,2.788361
1185,2.783575
1186,2.781934
1187,2.774348
1188,2.756633
1189,2.753214
1190,2.764053
1191,2.749014
1192,2.757912
1193,2.739877
1194,2.729765
1195,2.725535
1196,2.719016
1197,2.725475
1198,2.740415
1199,2.728258
1200,2.739505
1201,2.738906
1202,2.7279
1203,2.742921
1204,2.748361
1205,2.7606
1206,2.75581
1207,2.752531
1208,2.736968
1209,2.73591
1210,2.721389
1211,2.700831
1212,2.707865
1213,2.702943
1214,2.718124
1215,2.713782
1216,2.731164
1217,2.726114
1218,2.737633
1219,2.730731
1220,2.733353
1221,2.739428
1222,2.739538
1223,2.741078
1224,2.722619
1225,2.736091
1226,2.725805
1227,2.743947
1228,2.746262
1229,2.72351
1230,2.724871
1231,2.71032
1232,2.731978
1233,2.736891
1234,2.740413
1235,2.753088
1236,2.751184
1237,2.765152
1238,2.76615
1239,2.757641
1240,2.762262
1241,2.74812
1242,2.734635
1243,2.730201
1244,2.730741
1245,2.737421
1246,2.739687
1247,2.75414
1248,2.748928
1249,2.750025
1250,2.750703
1251,2.763382
1252,2.753697
1253,2.77137
1254,2.760956
1255,2.751884
1256,2.764968
1257,2.757254
1258,2.766282
1259,2.761086
1260,2.771681
1261,2.755651
1262,2.772219
1263,2.773458
1264,2.753552
1265,2.763706
1266,2.750657
1267,2.754227
1268,2.762491
1269,2.763431
1270,2.754243
1271,2.764684
1272,2.755946
1273,2.739488
1274,2.753421
1275,2.71285
1276,2.710368
1277,2.694854
1278,2.680392
1279,2.690647
1280,2.710734
1281,2.724415
1282,2.721795
1283,2.728786
1284,2.712677
1285,2.71684
1286,2.700771
1287,2.70856
1288,2.685325
1289,2.674578
1290,2.69473
1291,2.692693
1292,2.685052
1293,2.690433
1294,2.704564
1295,2.717914
1296,2.710426
1297,2.721603
1298,2.718248
1299,2.714296
1300,2.704303
1301,2.708027
1302,2.728104
1303,2.696944
1304,2.675385
1305,2.693881
1306,2.698866
1307,2.678908
1308,2.661637
1309,2.67252
1310,2.65494
1311,2.663586
1312,2.669672
1313,2.660556
1314,2.684409
1315,2.685528
1316,2.695262
1317,2.670987
1318,2.656672
1319,2.670224
1320,2.674688
1321,2.653272
1322,2.642205
1323,2.653088
1324,2.655596
1325,2.657294
1326,2.63256
1327,2.648117
1328,2.658162
1329,2.683519
1330,2.702366
1331,2.730012
1332,2.740006
1333,2.737333
1334,2.761038
1335,2.746677
1336,2.750322
1337,2.745494
1338,2.74086
1339,2.719799
1340,2.730645
1341,2.710266
1342,2.712327
1343,2.712555
1344,2.68453
1345,2.662296
1346,2.677556
1347,2.69701
1348,2.717355
1349,2.726838
1350,2.729911
1351,2.725177
1352,2.696087
1353,2.695175
1354,2.725227
1355,2.701982
1356,2.702639
1357,2.716774
1358,2.722079
1359,2.721299
1360,2.733483
1361,2.728338
1362,2.71861
1363,2.726005
1364,2.734959
1365,2.733165
1366,2.71891
1367,2.722184
1368,2.756104
1369,2.750063
1370,2.729901
1371,2.705465
1372,2.712747
1373,2.705861
1374,2.682771
1375,2.690671
1376,2.688597
1377,2.699502
1378,2.687209
1379,2.677992
1380,2.674376
1381,2.674564
1382,2.683483
1383,2.682272
1384,2.694671
1385,2.704262
1386,2.715161
1387,2.734477
1388,2.720366
1389,2.717689
1390,2.712401
1391,2.737192
1392,2.762317
1393,2.753557
1394,2.744967
1395,2.730334
1396,2.752929
1397,2.742484
1398,2.755378
1399,2.751555
1400,2.768055
1401,2.772941
1402,2.752166
1403,2.748401
1404,2.732386
1405,2.728212
1406,2.702116
1407,2.685766
1408,2.700307
1409,2.698019
1410,2.701374
1411,2.728073
1412,2.718685
1413,2.717457
1414,2.708139
1415,2.706425
1416,2.700093
1417,2.723907
1418,2.701896
1419,2.699946
1420,2.68857
1421,2.67795
1422,2.671916
1423,2.66505
1424,2.662894
1425,2.668011
1426,2.646402
1427,2.637249
1428,2.62026
1429,2.623633
1430,2.634124
1431,2.648755
1432,2.646443
1433,2.63527
1434,2.627493
1435,2.627009
1436,2.617872
1437,2.614629
1438,2.608427
1439,2.610305
1440,2.618503
1441,2.608598
1442,2.636821
1443,2.662046
1444,2.636486
1445,2.648743
1446,2.623542
1447,2.639587
1448,2.642235
1449,2.622478
1450,2.621084
1451,2.629614
1452,2.627815
1453,2.645804
1454,2.641934
1455,2.610439
1456,2.600172
1457,2.619172
1458,2.641421
1459,2.644332
1460,2.63939
1461,2.639513
1462,2.629766
1463,2.633379
1464,2.642928
1465,2.659765
1466,2.672986
1467,2.686175
1468,2.688063
1469,2.691497
1470,2.675747
1471,2.672964
1472,2.712752
1473,2.68293
1474,2.676741
1475,2.663377
1476,2.664708
1477,2.662391
1478,2.658677
1479,2.642372
1480,2.627877
1481,2.627255
1482,2.63686
1483,2.64038
1484,2.636368
1485,2.647765
1486,2.648902
1487,2.639767
1488,2.6456
1489,2.625074
1490,2.635672
1491,2.64188
1492,2.659671
1493,2.649586
1494,2.641674
1495,2.635934
1496,2.650514
1497,2.648654
1498,2.629203
1499,2.654189
1500,2.651809
1501,2.648173
1502,2.639633
1503,2.657148
1504,2.648589
1505,2.656405
1506,2.638524
1507,2.629902
1508,2.621019
1509,2.627775
1510,2.63865
1511,2.639425
1512,2.637746
1513,2.652333
1514,2.649402
1515,2.646866
1516,2.670306
1517,2.658829
1518,2.650695
1519,2.636667
1520,2.628968
1521,2.650997
1522,2.637207
1523,2.627617
1524,2.634028
1525,2.667255
1526,2.660153
1527,2.655468
1528,2.655405
1529,2.647685
1530,2.634686
1531,2.629026
1532,2.623002
1533,2.630635
1534,2.635304
1535,2.637572
1536,2.64531
1537,2.663808
1538,2.663667
1539,2.655358
1540,2.670962
1541,2.68515
1542,2.681893
1543,2.654969
1544,2.6399
1545,2.635447
1546,2.65744
1547,2.656844
1548,2.634411
1549,2.648051
1550,2.675012
1551,2.651673
1552,2.64521
1553,2.627127
1554,2.606118
1555,2.613171
1556,2.604707
1557,2.61631
1558,2.614303
1559,2.633429
1560,2.625436
1561,2.62073
1562,2.617831
1563,2.607002
1564,2.577409
1565,2.584222
1566,2.606615
1567,2.636887
1568,2.644566
1569,2.625956
1570,2.621543
1571,2.616635
1572,2.628606
1573,2.613944
1574,2.61807
1575,2.615373
1576,2.603647
1577,2.633087
1578,2.644997
1579,2.626758
1580,2.637268
1581,2.645458
1582,2.663617
1583,2.6669
1584,2.661835
1585,2.645263
1586,2.652011
1587,2.597139
1588,2.591355
1589,2.603915
1590,2.617297
1591,2.61957
1592,2.607428
1593,2.618724
1594,2.613237
1595,2.643008
1596,2.649867
1597,2.629855
1598,2.630045
1599,2.632811
1600,2.636886
1601,2.616949
1602,2.610204
1603,2.609691
1604,2.621889
1605,2.633815
1606,2.652546
1607,2.666176
1608,2.661288
1609,2.642634
1610,2.634094
1611,2.610034
1612,2.624957
1613,2.656322
1614,2.665676
1615,2.671809
1616,2.653844
1617,2.633682
1618,2.575958
1619,2.586866
1620,2.618928
1621,2.616985
1622,2.627639
1623,2.642495
1624,2.64773
1625,2.627274
1626,2.605558
1627,2.612548
1628,2.617591
1629,2.611986
1630,2.638178
1631,2.618973
1632,2.62738
1633,2.632004
1634,2.611208
1635,2.616824
1636,2.622392
1637,2.643845
1638,2.638886
1639,2.651908
1640,2.642125
1641,2.656421
1642,2.629484
1643,2.620956
1644,2.611239
1645,2.621067
1646,2.614471
1647,2.627004
1648,2.631196
1649,2.632669
1650,2.618355
1651,2.629181
1652,2.621529
1653,2.61679
1654,2.61124
1655,2.636463
1656,2.659163
1657,2.657459
1658,2.654514
1659,2.678336
1660,2.678635
1661,2.676898
1662,2.672006
1663,2.664689
1664,2.677903
1665,2.681536
1666,2.672913
1667,2.665731
1668,2.654308
1669,2.664054
1670,2.668833
1671,2.643976
1672,2.634409
1673,2.633113
1674,2.626023
1675,2.657188
1676,2.655268
1677,2.648316
1678,2.669011
1679,2.686956
1680,2.664124
1681,2.63527
1682,2.650761
1683,2.664258
1684,2.662691
1685,2.686129
1686,2.691736
1687,2.655894
1688,2.66122
1689,2.635701
1690,2.648516
1691,2.664181
1692,2.662763
1693,2.652746
1694,2.627694
1695,2.621134
1696,2.615355
1697,2.630893
1698,2.625814
1699,2.642723
1700,2.63818
1701,2.638725
1702,2.643473
1703,2.615606
1704,2.599674
1705,2.593736
1706,2.5937
1707,2.568277
1708,2.580685
1709,2.59467
1710,2.585542
1711,2.593814
1712,2.589369
1713,2.584934
1714,2.567602
1715,2.569867
1716,2.580579
1717,2.58419
1718,2.57531
1719,2.591761
1720,2.590008
1721,2.599251
1722,2.600251
1723,2.598192
1724,2.609391
1725,2.616183
1726,2.628773
1727,2.614315
1728,2.616891
1729,2.583835
1730,2.609851
1731,2.620623
1732,2.592167
1733,2.564878
1734,2.583257
1735,2.594903
1736,2.605916
1737,2.604376
1738,2.583271
1739,2.601099
1740,2.608359
1741,2.605021
1742,2.603982
1743,2.627022
1744,2.593175
1745,2.597449
1746,2.602864
1747,2.589422
1748,2.580792
1749,2.584712
1750,2.578035
1751,2.58529
1752,2.56742
1753,2.557025
1754,2.560552
1755,2.567985
1756,2.59852
1757,2.60469
1758,2.631295
1759,2.620151
1760,2.616592
1761,2.606991
1762,2.607511
1763,2.621314
1764,2.632149
1765,2.615329
1766,2.614731
1767,2.61687
1768,2.617801
1769,2.624303
1770,2.616306
1771,2.603449
1772,2.589554
1773,2.588495
1774,2.613763
1775,2.60986
1776,2.610231
1777,2.611608
1778,2.608613
1779,2.608809
1780,2.609778
1781,2.616845
1782,2.606447
1783,2.613011
1784,2.643049
1785,2.636586
1786,2.650752
1787,2.622722
1788,2.606868
1789,2.59343
1790,2.586449
1791,2.59949
1792,2.59493
1793,2.564769
1794,2.585141
1795,2.595536
1796,2.585039
1797,2.60665
1798,2.612631
1799,2.604568
1800,2.623516
1801,2.608823
1802,2.601954
1803,2.601241
1804,2.587029
1805,2.588099
1806,2.595517
1807,2.594935
1808,2.579895
1809,2.563639
1810,2.578071
1811,2.573283
1812,2.580514
1813,2.577245
1814,2.571176
1815,2.578665
1816,2.569434
1817,2.537677
1818,2.56516
1819,2.561655
1820,2.564611
1821,2.584404
1822,2.579373
1823,2.58278
1824,2.569397
1825,2.601414
1826,2.59822
1827,2.597332
1828,2.597091
1829,2.616633
1830,2.617598
1831,2.611196
1832,2.606701
1833,2.604456
1834,2.602964
1835,2.592334
1836,2.608502
1837,2.613122
1838,2.620983
1839,2.60522
1840,2.60527
1841,2.614341
1842,2.621277
1843,2.598896
1844,2.57027
1845,2.576986
1846,2.578983
1847,2.610928
1848,2.604354
1849,2.599372
1850,2.609977
1851,2.609098
1852,2.590962
1853,2.584801
1854,2.572122
1855,2.589837
1856,2.59818
1857,2.597518
1858,2.59003
1859,2.591882
1860,2.614452
1861,2.598621
1862,2.598661
1863,2.589637
1864,2.584552
1865,2.567042
1866,2.582158
1867,2.592086
1868,2.596144
1869,2.57883
1870,2.583119
1871,2.568439
1872,2.575905
